HD,5.5,8.5,5.6,5.6,5.3,5.4,5.5,5.7,5.8,5.8,5.8,5.0,6.0,6.3,6.0
HD,5.5,8.5,5.9,5.6,5.2,5.4,5.7,6.0,6.0,6.1,6.1,6.3,7.0,7.3,7.5
HD,5.5,8.5,5.7,5.7,5.0,5.2,5.3,5.5,5.6,5.6,5.7,5.8,7.0,7.1,7.2
HD,5.5,8.5,5.8,5.6,5.2,5.4,5.5,5.7,5.7,5.8,5.8,6.0,6.6,7.1,7.0
HD,5.5,8.5,5.8,5.9,5.3,5.5,5.5,5.7,5.7,5.8,5.9,6.0,6.4,7.0,7.3
HD,5.4,8.4,5.4,5.5,5.0,5.1,5.2,5.3,5.4,5.4,5.5,5.7,6.5,6.9,7.0
HD,5.3,8.3,5.3,5.3,5.0,5.1,5.2,5.4,5.5,5.5,5.6,5.8,6.4,6.9,6.9
HD,5.3,8.3,5.5,5.4,5.0,5.2,5.4,5.7,5.7,5.8,5.9,6.1,6.8,7.2,7.2
HD,5.3,8.3,5.6,NaN,4.9,5.0,5.3,5.4,5.4,NaN,5.8,6.0,6.8,NaN,7.1
HD,5.3,8.3,5.4,5.3,4.9,5.0,5.0,5.2,5.2,5.3,5.3,5.4,6.0,6.4,6.8
HD,5.3,8.3,5.4,5.5,5.0,5.1,5.2,5.4,5.4,5.5,5.6,5.7,6.5,6.6,6.8
HD,5.3,8.3,5.5,5.4,5.0,5.1,5.2,5.3,5.3,5.4,5.5,5.7,6.4,6.7,6.7
HD,5.3,7.5,5.9,6.0,4.7,4.8,4.9,5.2,5.3,5.4,5.5,5.7,6.3,6.6,6.6
HD,5.3,8.3,5.5,NaN,4.9,4.9,4.9,5.4,5.5,5.6,5.7,6.0,6.7,6.7,7.0
HD,5.3,8.3,5.6,5.6,5.0,5.1,5.2,5.4,5.4,5.5,5.5,5.7,6.5,6.8,6.8
HD,5.2,8.2,5.4,5.3,4.9,5.0,5.1,5.4,5.4,5.7,5.7,5.9,6.6,7.0,7.0
HD,5.2,8.2,5.3,5.3,5.0,5.2,5.3,5.4,5.2,5.3,5.5,5.7,6.5,7.3,6.7
HD,5.2,8.2,5.3,5.3,5.1,5.3,5.4,5.6,5.7,5.9,6.0,6.3,7.1,7.5,7.3
HD,5.0,8.2,NaN,NaN,4.5,4.6,4.7,4.7,4.7,4.7,4.8,5.0,5.7,6.0,6.5
HD,5.0,8.0,5.3,5.1,4.7,4.8,5.0,5.3,5.3,5.5,5.9,5.7,6.4,6.9,6.9
HD,5.0,8.0,5.2,5.1,4.8,4.9,5.1,5.2,5.4,5.4,5.7,5.9,6.7,7.1,7.0
HD,5.0,8.0,5.2,5.1,4.7,4.9,5.1,5.3,5.4,5.5,5.6,5.8,6.4,6.7,6.7
HD,5.0,8.0,NaN,NaN,4.7,4.9,5.0,5.3,5.4,5.6,5.7,6.0,6.7,NaN,7.2
HD,5.0,8.0,5.3,5.2,4.7,4.9,5.0,5.2,5.3,5.3,5.4,5.5,6.2,6.5,6.5
HD,4.8,7.8,5.6,4.9,4.7,4.7,4.9,5.0,5.1,5.0,5.1,5.0,5.8,6.1,6.3
