HJ,14.0,12.5,12.5,11.0,12.4,13.9,12.0,14.5,14.2,14.2
HJ,9.6,8.1,8.1,7.4,9.2,10.0,9.2,10.8,11.5,11.8
HJ,9.5,8.0,8.0,7.0,8.6,9.5,8.8,10.3,11.0,11.5
HJ,8.9,7.1,7.1,6.2,8.2,9.0,8.2,9.6,10.3,10.6
HJ,8.8,7.1,7.4,6.3,8.4,9.2,8.4,9.7,10.6,11.2
HJ,8.7,7.4,7.7,7.2,8.5,9.4,7.9,9.9,10.7,10.4
HJ,8.7,7.0,7.0,6.5,8.2,9.1,8.2,9.8,10.2,10.3
HJ,8.7,6.5,NaN,6.0,NaN,8.9,8.3,11.0,NaN,11.2
HJ,8.5,7.3,7.1,6.5,8.3,8.8,8.1,9.5,10.2,10.8
HJ,8.5,7.1,7.1,6.0,7.9,8.8,7.8,9.5,10.1,10.3
HJ,8.5,7.1,7.0,6.5,7.5,9.0,8.0,9.9,10.1,10.4
HJ,8.5,7.1,7.2,6.6,8.1,9.1,8.0,10.0,10.1,10.7
HJ,8.5,7.1,7.1,6.7,8.1,9.0,8.5,9.8,10.6,10.7
HJ,8.5,7.1,6.8,6.3,8.1,9.0,8.4,10.0,10.5,11.3
HJ,8.5,7.1,6.5,5.8,7.0,8.0,7.7,9.2,9.9,11.0
HJ,8.5,7.0,6.9,6.4,7.7,8.6,8.0,9.2,9.9,10.5
HJ,8.5,7.0,7.1,6.1,7.6,8.5,7.8,9.1,9.8,10.2
HJ,8.5,7.0,7.0,6.2,8.3,9.2,8.5,9.7,10.3,10.8
HJ,8.5,7.0,7.0,6.2,8.1,8.9,8.0,9.2,9.8,10.5
HJ,8.5,7.0,7.0,6.5,8.4,8.9,8.3,9.9,10.4,10.5
HJ,8.5,7.0,7.1,6.0,7.7,8.6,NaN,9.3,10.1,10.7
HJ,8.5,7.0,7.1,6.0,8.2,9.1,8.4,9.8,10.3,10.8
HJ,8.5,6.9,6.8,5.8,7.9,8.6,7.9,10.0,10.1,10.6
HJ,8.5,6.9,7.0,6.0,7.7,8.6,8.0,9.4,10.2,10.6
HJ,8.5,6.8,6.9,5.8,8.0,9.0,8.0,9.5,10.6,10.6
HJ,8.5,6.8,6.9,6.0,8.0,9.0,8.1,9.9,10.4,10.7
HJ,8.4,6.9,6.8,6.0,8.1,9.0,8.2,9.5,10.0,10.4
HJ,8.3,7.0,6.9,6.3,8.0,8.8,7.9,9.5,9.9,9.0
HJ,8.3,7.0,6.6,6.1,7.7,8.6,7.3,9.4,9.9,10.4
HJ,8.3,6.9,6.8,6.2,8.2,8.9,8.0,9.8,9.8,10.7
HJ,8.3,6.8,6.9,5.7,7.6,8.5,8.0,9.4,9.8,10.5
HJ,8.3,6.8,6.8,6.0,7.8,8.5,8.0,NaN,9.8,10.5
HJ,8.3,6.8,6.7,6.1,7.6,8.2,7.6,9.0,9.3,9.0
HJ,8.3,6.7,6.9,8.0,6.9,8.1,8.0,8.8,9.4,9.9
HJ,8.3,6.7,6.7,5.8,7.4,8.3,7.6,9.0,9.6,10.1
HJ,8.3,6.5,6.6,5.7,7.8,8.5,7.8,9.2,9.9,10.4
HJ,8.3,6.5,6.3,5.3,7.7,8.4,7.7,9.2,9.7,10.4
HJ,8.2,6.8,6.7,5.5,NaN,8.7,8.0,9.2,10.1,10.0
HJ,8.2,6.8,6.7,5.9,8.0,8.7,8.1,9.3,10.1,10.8
HJ,8.2,6.7,6.7,5.7,7.5,8.4,7.7,9.4,9.9,10.2
HJ,8.0,6.5,6.6,5.4,7.5,8.4,7.8,9.1,9.6,10.4
HJ,8.0,6.2,6.4,5.3,7.2,7.8,7.2,8.6,9.5,10.2
HJ,8.0,6.1,5.6,5.0,6.8,8.0,7.2,8.9,9.5,9.5
HJ,7.8,6.2,6.0,5.5,7.0,8.0,7.2,8.6,9.3,9.6
HJ,7.7,6.3,6.6,5.6,7.2,8.0,7.3,8.8,9.4,9.9
HJ,7.7,6.2,6.2,5.5,7.0,7.9,7.8,9.5,10.1,10.0
HJ,7.6,6.2,6.4,5.4,7.4,8.4,7.7,9.0,9.7,10.2
HJ,7.5,6.0,6.0,5.0,6.5,7.5,7.0,8.2,9.0,9.0
HJ,7.5,6.0,5.5,5.0,7.0,7.5,6.8,8.5,9.0,9.8
HJ,7.3,5.6,5.3,5.3,6.6,7.7,6.8,8.6,9.0,9.5
